ISBN,name,keyword,category
P1906190011,韓國 Cosmetea 小燈泡安瓶精華 (2ml*10支),/Cosmetea\保養品\肌膚保養\精華液\保濕\韓國美妝,藥妝小物
P1808290007,nac nac 真珠酵素爽身粉餅30g (兩入組),/爽身粉\痱子粉\嬰兒用品\婦幼用品,藥妝小物
P1608290089,艾杜紗-零毛孔潔淨洗顏乳(125ml),洗面乳/臉部清潔,藥妝小物
P1504120004,Ｎｅｓｔｉ　Ｄａｎｔｅ－天然花妍系列（香柏木清新）,肥皂/經典肥皂\香皂\手工皂,藥妝小物
P2004220005,ETUDE HOUSE 素描高手眉筆 增量版 0.25g,/美妝\畫眉\化妝,藥妝小物
P1606150018,Diptyque-含羞草 香氛蠟燭 Candle Mimosa (190g),香氛/香氣噴霧\芳香劑\擴香瓶,藥妝小物
P1610190006,ＳＨＩＳＥＩＤＯ　資生堂百優高透皙活力精萃２ＭＬ（兩入組）,/,藥妝小物
P1903120018,W.Lab 名模聚光妝前精華,/保養品\臉部保養\W.Lab\精華液\妝前乳\保濕,藥妝小物
P1607140019,LA MER 海洋拉娜-緊緻塑顏精萃 (精華液) (3ml),保養品/臉部保養\保濕精華,藥妝小物
P1408280007,UNT超融膚底妝組,粉底液/彩妝\底妝\遮瑕,藥妝小物
P1808010004,ＣＨＡＮＥＬ香奈兒　ｎ°５典藏香精　５０ｍｌ,/情人節經典香氛,藥妝小物
P1810030019,日本 PLATINUM LABEL 鉑潤肌高滲透維他命C化妝水1000ml,/臉部保養\化妝水\精華液\乳液,藥妝小物
P1608290092,Medimix印度香皂深綠色草本 兩入組,肥皂/經典肥皂\香皂\沐浴,藥妝小物
P1903270005,AZ茶樹頭皮精靈250ml,/美髮護理\頭皮護理\護髮,藥妝小物
P1504190020,曼菲蘿Manufaktura-葡萄酒红酒果酸護脣膏(滋潤嫩白抗氧化),唇膏/護唇膏\有色唇膏,藥妝小物
P1612220006,ＮＡＲＳ－無所畏！裸光妝前乳ＳＰＦ１５ＰＡ＋＋＋　１ｍｌ　（五入組）,妝前乳/美妝保養\彩妝\底妝\nars,藥妝小物
P1803280026,ＳＨＩＳＥＩＤＯ資生堂　國際櫃　－　百優全緊緻立體乳霜　５０ｍｌ,保養品/母親節美妝預購\皮膚保養\臉部保養,藥妝小物
P1905080006,韓國 Gik PRP 血清膠原蛋白亮白面膜 (14片/包),韓國美妝/臉部保養\面膜\韓國面膜\膠原蛋白,藥妝小物
P1501090001,nac nac超純水濕巾20片6入,衛生紙/濕式衛生紙\,藥妝小物
P1611230003,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－　眼部舒緩眼膜１．１ｍｌ（片）,保養品/美顏保養\雅詩蘭黛\眼霜,藥妝小物
P1611230019,ＳＨＵ　ＵＥＭＵＲＡ　植村秀－光燦新肌晶透露－滋潤型３ｍｌ（十包）,滋潤乳液/美顏保養\植村秀\滋潤乳液,藥妝小物
P1803150014,韓國　Ｄｅｏｐｒｏｃｅ　摩洛哥堅果油護髮安瓶　１０ｇ,護髮乳/韓國護髮油\修護毛髮\乾溼兩用\免沖洗護髮油,藥妝小物
P1504170019,菠丹妮Botanicus-啤酒花洗髮精(強化毛囊),換洗用品/洗髮乳\頭皮護理,藥妝小物
P1805230019,韓國　ＡＨＣ　玻尿酸保濕噴霧　６０ｍｌ,/\交換禮物,藥妝小物
P1611230018,ＳＨＵ　ＵＥＭＵＲＡ　植村秀－光燦新肌晶透露－保濕型３ｍｌ（十包）,保濕乳液/美顏保養\植村秀\保養乳液,藥妝小物
P1608290079,Ｆａｎｃｌ－美容洗面乳（ＥＳＳＥＮＣＥ　ＷＡＳＨＩＮＧ　ＦＯＡＭ）,清潔用品/洗面皂\洗臉\換洗用品\日常清潔,藥妝小物
P1606150017,Diptyque-玫瑰香氛蠟燭 Candle Roses(190g),香氛/香氣噴霧\芳香劑\擴香瓶,藥妝小物
P1803070021,日本熊野－四季豆乳化妝水,化妝水/彩妝保養\精華液\保濕露\臉部保養,藥妝小物
P1912310024,PSK-淨顏控油平衡乳液80ml,/PSK\淨顏\控油\平衡\乳液\保養品\臉部,藥妝小物
P1701240001,ＹＳＬ－恆久完美氣墊粉餅蕊補充包ＳＰＦ２３／ＰＡ＋＋１４ｇ　（＃１０　＃２０　＃３０　可選,氣墊粉餅/美妝保養\彩妝\底妝\補充包\ysl,藥妝小物
P1909120021,可伸縮360超滑順旋轉大面LED鏡子,/可伸縮\旋轉\鏡子\美妝小物,藥妝小物
P1501050004,花王-美舒律蒸氣眼罩(玫瑰5片裝),眼罩/花王\蒸氣眼罩,藥妝小物
P1707020007,ＣＨＥＭＩＰＨＡＲ馬油保濕沐浴乳（保濕型）６００ｍｌ　　,/沐浴露\居家生活\衛浴用品,藥妝小物
P1610260020,Dior 迪奧-迪奧桃紅化妝包,收納/收納小包\小包,藥妝小物
P1507270030,ACTIMED艾迪美乳霜-護手霜&護足(120 g),手足保養/乳液,藥妝小物
P1701030015,印度 Lass 草本白百合手工精油香皂 125g,/,藥妝小物
P1506210024,Kiehl’s契爾氏-極限男性活膚乳液,乳液/Kiehl’s契爾氏\保濕\保養\男性保養,藥妝小物
P1504120010,Nesti Dante-律動探索系列(羅馬),肥皂/經典肥皂\香皂\手工皂\義大利手工皂,藥妝小物
P1911070003,雅詩蘭黛特潤再生超導修護露(小棕瓶)50ml,/雅詩蘭黛\修護露\精華液\保養品\小棕瓶\知名國際美妝大賞,藥妝小物
P2005060002,韓國 Innisfree 完美三效乳霜 20ml (修正膚色+防禦紫外線+彈力護理),/防曬\物理性\天然\乳液,藥妝小物
P1612220004,ＮＡＲＳ－裸光奇肌粉底液（ＤＥＡＵＶＩＬＬＥ）　１ｍｌ　（五入組）,粉底液/美妝保養\彩妝\底妝\nars,藥妝小物
P1512030012,Nesti Dante-60週年限量版黃金能量皂+天然花妍系列(香柏木清新),香皂/手工香皂\肥皂\義大利手工皂,藥妝小物
P1907170022,韓國 Mise en scene 完美基底髮根營養護髮油 (金色) 100ml,/韓國\髮根營養\護髮\髮油\頭髮\韓國美妝\冬季藥妝,藥妝小物
P1709210013,ｓｕ：ｍ３７　四合一黑色氧氣泡泡面膜１０ｍｌ,/,藥妝小物
P1505030008,Linden leaves-天然薰依夢香潤膚乳+沐浴膠,莉丹麗/換洗用品\沐浴乳\乳液\組合,藥妝小物
P1710180011,日本熊野　Ｐｈａｍａａｃｔ無添加潤髮乳６００ｍｌ,清潔/衛浴用品\洗髮\護髪\滋潤,藥妝小物
P1912310022,PSK-激光透亮精萃乳80ml,/PSK\激光\透亮\乳液\保養品\臉部,藥妝小物
P1704130001,ＢＥＡＮＮＥ－珍珠瑩白晚霜１ｍｌ（１０包）,美白/晚安霜\美妝保養\晚安凍膜\面膜\保養,藥妝小物
P1504190018,曼菲蘿Manufaktura-水蜜桃杏嫩白滋養護手霜,手足保養/乳液\身體保養\保養用品,藥妝小物
P1503090006,Nesti Dante-天然花妍系列薰衣草(放鬆)2,香皂/手工香皂\肥皂\義大利手工皂,藥妝小物
P1810310024,ViNACE賦活彈力緊緻眼霜15ml(贈送 雙效洗卸潔顏慕絲50ml),/米爾娜斯\臉部保養\眼霜\乳液\保養品\折扣碼\美妝\1111活動\光棍節\DAY3保養日,藥妝小物
P1601140007,美國Ardell-假睫毛專用黑膠,假睫毛膠/植睫毛\種睫毛專用黏膠,藥妝小物
P1709010019,印尼ｅｌｌｉｐｓ－護髮膠囊　５０顆入,/護髮油\護髮素\護髮\保養,藥妝小物
P1709050006,韓國 W.DRESSROOM 衣物居家香水噴霧香氛噴霧 70mL,擴香瓶/香氣噴霧\芳香劑,藥妝小物
P1511180026,OPI-指甲油(經典系列NLF04),指甲油/美甲\指甲彩繪\光療\指緣油,藥妝小物
P1407170008,MSH 冰淇淋眼線膠筆N限量版(黑咖啡),眼線液/眼妝\眼線膠\眼線筆,藥妝小物
P1606010033,金石黃金養顏美容皂40g(6入裝)(895098),香皂/肥皂\手工香皂,藥妝小物
P1706300022,ＢＩＯＴＨＥＲＭ碧兒泉－摩洛哥火山泥面膜５ｍｌ（三入組）,面膜/男性保養\男性\美妝保養,藥妝小物
P1603020026,菁萃亮妍5件組,,藥妝小物
P1501270008,Mistine-Professional三色修容腮紅組(桃粉紅),美氏婷/彩妝\眼妝\底妝\腮紅,藥妝小物
P1808220001,澳思萊 BC高濃度薄荷酷涼活力滾珠精油 5ml,/防蚊液\驅蟲,藥妝小物
P1507210012,南僑水晶肥皂(200gx3入),香皂/清潔用品\洗衣,藥妝小物
P1604270015,ERNO LASZLO 奧倫納素-死海礦泥皂150g(黑肥皂)(附皂盒),洗面皂/洗面乳\洗顏,藥妝小物
P1702060004,ＳＨＩＳＥＩＤＯ資生堂－碧麗妃溫度Ｃ循環溫感卸妝凝膠３０ｇ,卸妝/美妝保養\清潔,藥妝小物
P1912310026,PSK-淨顏控油平衡水凝霜30ml,/PSK\淨顏\控油\平衡\凝霜\保養品\臉部,藥妝小物
P1610190010,SHISEIDO 資生堂百優瞬效新生彈力眼霜5ML(兩入組),/,藥妝小物
P1610260027,Dior 迪奧-精萃再生花蜜卸妝霜(10ML),/,藥妝小物
P1905140001,Sastty 日本利尻昆布護髮染髮乳(黑/深棕色/淡棕色 可選),/Sastty\自然派\利尻\染髮劑\染髮筆\haircare,藥妝小物
P2005220005,日本獅王Lion-趣淨洗手慕斯補充包200ml,,藥妝小物
P1610260022,Dior 迪奧-雪晶靈光感氣墊粉餅(4g)(#005/#010可選),/,藥妝小物
P1502060001,KOSE-BABYISH保濕面膜,雪肌精/臉部保養\高絲,藥妝小物
P1905280021,ORIGINS品木宣言-天生麗質粉美肌面膜50ml(兩入組),/ORIGINS\品木宣言\美肌水\臉部保養\化妝水,藥妝小物
P1506210020,Kiehl’s契爾氏-藍色控油保濕乳,妝前乳/保養品\除粉刺,藥妝小物
P1801030006,日本鉑潤肌 白金植物系列化妝水 1000ml,鉑潤肌化妝水/美妝保養\臉部保養\保濕\化妝水,藥妝小物
P1611230001,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－　特潤超導修護露７ｍｌ（有盒）, 保養品/修護液\補水\保濕\化妝品,藥妝小物
P1411030016,你滋美得-長效C 1000mg,保健食品/維他命C,藥妝小物
P1801170014,日本 鉑潤肌乳霜300g,/,藥妝小物
P1711290040,泰國Beauty Buffet SCENTIO Q10 牛奶淨白洗面乳100ml,潔顏乳/臉部清潔\清潔用品\泰國沐浴系列,藥妝小物
P1812190009,PSK-激光透亮化妝水150ml,/保養品\臉部保養\化妝水\保濕\美白,藥妝小物
P1905140010,Dr.FORHAIR 草本舒敏潤髮乳500ml,/Dr.FORHAIR\頭皮護理\頭皮清潔\潤髮\護髮\haircare\草本護髮,藥妝小物
P1512030001,Victoria’s secret維多利亞的秘密-香氛乳液+沐浴乳,清潔用品/組合\身體清潔\身體保養,藥妝小物
P1503090004,Ｎｅｓｔｉ　Ｄａｎｔｅ－愛浪漫生活風系列（托斯卡尼紫藤和紫丁香）２,香皂/手工香皂\肥皂\義大利手工皂,藥妝小物
P1602180009,Kiehl’s契爾氏-酪梨眼霜(14g),保養品/乳液\眼霜\身體保養\保養用品,藥妝小物
P1612280014,印度 Lass 草本皇家茉莉手工精油香皂 125g,肥皂/,藥妝小物
P1507270029,ACTIMED艾迪美乳霜-護手霜&護足(60 g),手足保養/乳液\身體保養\保養用品,藥妝小物
P1501040010,曼秀雷敦-Acnes 藥用抗痘UV潤色隔離乳(SPF50),Mentholatum/抗痘隔離霜\防曬乳,藥妝小物
P1803070020,韓國　ＳＵ：Ｍ３７　呼吸魔法精華噴霧,精華液/彩妝保養\精華液\保濕露\臉部保養\保濕噴霧,藥妝小物
P1501270018,Beauty Cottage 護手霜-情深意濃,乳液/手部保養\保養品,藥妝小物
P1904240003,韓國 MINI Rabbit 天然兔兔驅蚊魔法香皂 防蚊 70g,/香皂\肥皂\驅蚊\防蚊\身體清潔,藥妝小物
P1507270025,日本ALOVIVI卸妝皇后-四效合一潔膚液,卸妝水/卸妝乳\卸妝油\卸妝水\卸妝,藥妝小物
P2006160010,木質旋轉化妝鏡-小,/鏡子\美妝\收納,藥妝小物
P1912310025,PSK-淨顏控油平衡精華34ml,/PSK\淨顏\控油\平衡\精華\保養品\臉部,藥妝小物
P1604270004,Kiehl’s 契爾氏 超進化全能精華霜(75ml),精華液/保養品\臉部保養\專櫃\護膚,藥妝小物
P1612220003,ＮＡＲＳ－迷你妝點甜心遮瑕蜜＃ＶＡＮＩＬＬＡ　Ｌｉｇｈｔ試用卡　０．１７ｍｌ　（兩入組）,/情人節禮品,藥妝小物
P1711290048,【Ｓｕｌｗｈａｓｏｏ雪花秀】彈力緊然面霜１ＭＬ（五入組）,精華液/美妝保養\彩妝\化妝品\臉部保養\乳液,藥妝小物
P1907250021,JO MALONE 鼠尾草與海鹽香水(30ml),/JO MALONE \英國\鼠尾草與海鹽\香水\愛TA就購了,藥妝小物
P1509250003,蘭蔻LANCOME-超淨斑肌光旅行組,旅行組/蘭蔻LANCOME\精華\保養品旅行組,藥妝小物
P2004090005,顏不油中-潔淨雙星旅行組,/洗面乳\去角質\洗臉\臉部\輕巧組,藥妝小物
P1411220020,SKII深層淨透潔顏油,卸妝油/卸妝乳\卸妝油\卸妝水\卸妝,藥妝小物
P1801310007,韓國ＣＬＩＯ－春夏仙粉香氛指甲油,指甲油/情人節禮品\護甲油,藥妝小物
P1507270020,日本AB-隱形塑眼雙面貼(強力版100枚)+眼皮定型棒(1支),雙眼皮貼/雙眼皮膠\雙眼皮貼布,藥妝小物
P1611290011,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－超智慧眼霜５ｍｌ,眼霜/美妝保養,藥妝小物
P1602250003,愛康-天然環保抗菌衛生棉(加長),icon/女性用品\生理用品\衛生棉條\業態衛生\尊榮特約會員獨享,藥妝小物
P1606010032,金石除斑皂(SK5000),肥皂/經典肥皂\香皂,藥妝小物
P1905140002,Sastty 日本利尻昆布護髮染髮筆(黑/深棕色/淡棕色 可選),/Sastty\自然派\利尻\染髮劑\染髮筆\haircare,藥妝小物
P1902200025,BD超服貼彩繪光療美甲片(多款可選),/光療\甲片\指甲貼片\美甲貼片\美甲\婦女節,藥妝小物
P1508030035,你滋美得-長效C 1000mg(90s/瓶， 兩入),營養品/營養食品\保健食品\維他命c,藥妝小物
P1506210023,Kiehl’s契爾氏-亞馬遜白泥淨緻毛孔洗面乳,保養品/洗面皂\洗臉\換洗用品\日常清潔\專櫃,藥妝小物
P1707210002,易園絲瓜水－純絲瓜水　６００ｍｌ　（兩入組）,/,藥妝小物
P1612280010,印度 Lass 草本喀什米爾杏仁番紅花手工精油香皂 125g,肥皂/,藥妝小物
P1604270010,Kiehl's 契爾氏-冰河保濕無油清爽化妝水(250ml),保養品/保養\保濕\專櫃,藥妝小物
P1508240014,Mistine-黃金極光亮白細緻乳液,美氏婷/保濕\潤膚\保養,藥妝小物
P1802270027,韓國 Apieu 瀏海清潔去油紙巾,吸油面紙/頭皮清潔\頭皮吸油\瀏海吸油,藥妝小物
P1508160029,ECOYA 室內薰香瓶Diffuser(200ml)-就愛大自然系列(斑克柑橘、梅藍花楹、棕櫚鳶尾花、午夜鈴蘭),擴香瓶/香氣噴霧\芳香\香氣,藥妝小物
P1502120012,你滋美得-女性專用維他命+鐵 ,保健食品/健康食品\補品\維他命c,藥妝小物
P1904240007,BD時尚訂製裸粉刷具８件組(附刷桶),/美得像\BeautyDisplay\刷具組\刷具\美容工具\蜜粉刷\腮紅刷\粉底刷\暈染刷\大眼影刷\小眼影刷\眉睫刷\眉刷,藥妝小物
P1705250005,ＰＳＫ－柔霧單色腮紅　３ｇ　（＃ＰＫ０１１　柔粉色／＃ＯＲ０１１　粉橘色／＃ＯＲ０２５　蜜橘色可選）,腮紅/美妝保養\彩妝,藥妝小物
P1805020016,Mustela慕之恬廊-舒之歆康撫膏40ml,/Mustela\慕之恬廊\嬰兒\乳膏,藥妝小物
P1905140005,Dr.FORHAIR 海鹽頭皮去角質凝露200ml,/Dr.FORHAIR\頭皮護理\頭皮調理\去角質\haircare\草本護髮,藥妝小物
P1910310011,日本Loshi 馬油保濕潔面膜 (7片入),/日本製\Loshi \馬油\面膜\保養品\冬季藥妝\保養好物,藥妝小物
P1707070001,KIEHL'S 契爾氏 冰河醣蛋白保濕霜7ML(罐裝兩入組),/面膜\凍膜\美妝保養\保養,藥妝小物
P1501040006,蜜妮-高效眼唇卸妝液,Biore/卸妝乳\卸妝油\卸妝水\卸妝,藥妝小物
P1611150003,ＬＡＮＣＯＭＥ　蘭蔻－激光煥白精華玫瑰露　２ｍｌ（十包）,精華露/精華液\美妝保養\美白,藥妝小物
P1906190012,美麗工匠-美妝蛋,/美得像\Beauty Artisan\粉撲\海綿\美妝蛋,藥妝小物
P1409180004,SKII全效活膚潔面乳,洗面乳/專櫃\洗顏乳\溫和,藥妝小物
P1502060028,澳思萊-黃金舒活洗顏乳,AUS LIFE/洗面乳,藥妝小物
P1805300023,ｃｌｅ　ｄｅ　ｐｅａｕ肌膚之鑰－精質乳霜２ｍｌ,/旅行用品\旅行組\旅行化妝品\韓國美妝\保養品,藥妝小物
P1501270011,Mistine-三合一3D眉筆(No.2淺咖啡色),美氏婷/染眉膏\眉粉\眉毛印章,藥妝小物
P1512170006,Ｋｉｅｈｌ’ｓ契爾氏－１號護唇膏,唇膏/美顏保養\保濕\美妝\情人節禮品,藥妝小物
P2004220001,MII RO 檸檬馬鞭草組合 洗髮精+護髮乳 850ml,/頭髮用品\洗頭\滋潤\清洗,藥妝小物
P1506210012,CLARINS克蘭詩-竹子精華身體去角質霜(無盒版),膜砂/潔顏冰砂\除粉刺,藥妝小物
P1706160012,ＳＨＩＳＥＩＤＯ資生堂－莉薇特麗抗皺精露ＡＡ　２０ｍｌ（三入組）,精華液/美顏保養\精華液,藥妝小物
P1606010031,金石蠶絲美容皂140G,肥皂/經典肥皂\香皂,藥妝小物
P1810310023,ViNACE 金箔潤澤嫩膚精華乳80ml(贈送 雙效洗卸潔顏慕絲50ml),/米爾娜斯\臉部保養\化妝水\精華液\保養品\折扣碼\美妝\1111活動\光棍節\DAY3保養日,藥妝小物
P1506150012,高絲KOSE-雪肌精乳液,雪肌精/保濕\潤膚\臉部保養,藥妝小物
P1612210005,ＢＩＯＴＨＥＲＭ　碧兒泉－深夜活泉ＳＰＡ水面膜２０ｍｌ,面膜/保濕\凍膜\晚安面膜,藥妝小物
P1505030011,Linden leaves-天然薰依夢香護手霜(買一送一),琳登莉芙/手部保養\保養品,藥妝小物
P1606150016,Diptyque-利埃爾 Eau de Lierre EDT 女性淡香水(50ml),香水/香氣噴霧\芳香\香氣\女香,藥妝小物
P1603020028,白金8件組SET1,保養組合/眼霜\睫毛膏\眼線液\唇蜜,藥妝小物
P1511120012,Hair color輕巧美髮補色膏(黑色),染髮劑/美髮護理,藥妝小物
P2006240001,AHC l Eye Cream 第九代時空逆轉眼霜 12ml,/保養品\眼睛\眼部\乳霜,藥妝小物
P1509270010,蘭蔻LANCOME-體驗組B,保養品體驗組/蘭蔻LANCOME\體驗組\試用品,藥妝小物
P1711290049,【Ｓｕ：ｍ３７°甦秘】呼吸秘密魔法精華１ＭＬ（十入組）,精華液/美妝保養\彩妝\化妝品\臉部保養\乳液,藥妝小物
P1603100014,GUCCI BAMBOO-竹棻女性淡香精EDP針管小香(1.5ml),香水/香氣噴霧\芳香\香氣\女香,藥妝小物
P1507200025,ORIGINS品木宣言-駐顏有樹全效眼部精華,眼霜/眼部精華\保養品,藥妝小物
P1809050030,韓國 AHC SYNERGY 淨萃神仙前導保濕精華 130ml,/化妝水\保養品\臉部保養\精華液\加一元送好禮\連假,藥妝小物
P1911200023,韓國 AHC 白松露肌底精華水 150ml,/韓國\AHC\白松露\精華水\保養品\保養好物,藥妝小物
P2004300005,日本獅王 Lion-固齒佳酵素亮白牙膏130g(兩款可選),/牙齒\刷牙\清潔\潔牙,藥妝小物
P2005060003,韓國 Mise en scene 完美深層受損護髮膜 / 絲滑全效修護髮膜 可選 1000ml,/頭髮\柔順\髮膜\面膜\美髮,藥妝小物
P1808150022,日本熊野酷涼洗潤雙效洗髮精600ml,/清潔用品\潤髮乳,藥妝小物
P1607210006,安耐曬－銀鑽高效防曬露（１２ｍｌ）,/,藥妝小物
P1808220013,More Lovely 羽蝶絨洗臉卸妝甜甜圈-顏色隨機(3入組),/卸妝棉\卸妝,藥妝小物
P1702060005,ＳＨＩＳＥＩＤＯ資生堂－碧麗妃溫度Ｃ循環美肌霜３ｇ,精華霜/美顏保養,藥妝小物
P2005060005,韓國 Mise en scene 完美絲滑全效修護髮膜 180ml,/頭髮\柔順\髮膜\面膜\美髮,藥妝小物
P2004010007,PSK-EE輕透保濕粉底液35ml(四色可選),/化妝品\彩妝品\底妝\臉部,藥妝小物
P1505170009,Mistine-Miss Q 滋潤雙色唇膏(05Red Tomato紅番茄),口紅/唇膏\護唇膏\有色唇膏,藥妝小物
P1711170011,日本熊野麗白薏仁卸妝洗面乳 130g,潔顏乳/日本洗面乳\清潔用品\盥洗用品\秋冬保濕,藥妝小物
P1508160028,ECOYA 迷你水晶香氛Mini Metro(50g)-就愛大自然系列(斑克柑橘、梅藍花楹、棕櫚鳶尾花、午夜鈴蘭),香水/香氣噴霧\芳香\香氣,藥妝小物
P1510210027,SOAP-MAX PKS小麥香皂 (3入),/,藥妝小物
P1512170003,Kiehl’s契爾氏-金盞花植物精華化妝水,保養品/化妝品\化妝水\精華液\保濕\鎖水,藥妝小物
P1903200018,刷具晾乾架(顏色可選),/刷具\刷具架\化妝品收納,藥妝小物
P1504170018,菠丹妮Botanicus-玫瑰小黃瓜手工皂,香皂/居家生活\肥皂\洗澡\沐浴\手工皂,藥妝小物
P1809260014,SHISEIDO 資生堂碧麗妃溫°C美肌水I-清爽型28ml(兩入組),/化妝水/青春露/導入液\噴霧,藥妝小物
P1601140001,GNC-蘆薈膠 Aloe Vera Skin Gel,保養品/保濕\保養\防曬\天然萃取\補水,藥妝小物
P1508240016,Mistine-cover all 遮瑕膏(NO.1象牙白)(NO.2自然膚),化妝品/底妝\彩妝\遮瑕\黑眼圈,藥妝小物
