ISBN,name,keyword,category
P1607270001,日本製－馬油濃密保濕霜ＥＸ　（２３０ｇ）（００６９５３）,保濕乳液/美妝保養\美白乳液,藥妝小物
P1804020004,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－保濕透亮原生露組,保養品/原生露\導入液\換膚\皮膚保養\眼霜,藥妝小物
P1512100006,Chloe-同名女性淡香精(75ml),淡香精/Chloe\香水\淡香水\香精\香氛,藥妝小物
P1610190001,印度Bajaj Almond-天然杏仁護髮油50ml(三入組),/,藥妝小物
P1904240012,韓國 Holika Holika 水滴無瑕粉底液 30ml,/荷麗卡\化妝品\粉底液\遮瑕\底妝\韓國美妝,藥妝小物
P1501250032,Simunovich-初榨迷迭香橄欖油(贈送爆點$100),橄欖油/Simunovich \初榨冷壓油,藥妝小物
P1701190005,SHU UEMURA 植村秀紅萃活妍肌精化妝水-滋潤型50ML,化妝水/SHU UEMURA 植村秀\調理水\滋潤型化妝水\臉部保養,藥妝小物
P1504190002,菠丹妮Botanicus-plum and rose玫瑰極致滋養霜(孕婦妊娠霜除紋霜),滋養霜/菠丹妮Botanicus\除紋霜\妊娠霜\保養,藥妝小物
P1508070001,曼秀雷敦-Acnes 藥用抗痘UV潤色隔離乳(SPF50),隔離乳/曼秀雷敦\妝前乳\飾底乳\潤色隔離乳\抗痘隔離乳,藥妝小物
P1910310017,韓國 Fingernail Mask 貴婦手指保養膜 (10入/包),/韓國\手指\保養膜\冬季藥妝,藥妝小物
P1903270007,ART CUT-水魔女(護髮),/美髮護理\頭皮護理\護髮,藥妝小物
P1709130024,韓國AHC-神仙化妝水100ml,/美妝小物\韓國美妝\折扣碼\美妝\DAY3保養日\交換禮物\加一元送好禮\保養好物,藥妝小物
P1508240013,Mistine-White SPA-紅石榴抗老緊緻精華乳液,美氏婷/身體保養\潤膚\保濕\護膚乳,藥妝小物
P1711170010,日本　鉑潤肌　薏仁草本濕敷化妝水(1000ml),保濕水/美妝保養\秋冬保濕,藥妝小物
P1605050024,L'Occitane Cherry Hand Cream / 歐舒丹櫻花護手霜30ml (即期品),護手霜/歐舒丹\手部保養,藥妝小物
P1811140006,泰國Beauty Buffet Scentio 雙倍牛奶淨白臉部乳液 150ml,/臉部保養\乳液\潤膚乳液,藥妝小物
P1602180008,Kiehl’s契爾氏-10.5緊緻撫紋精華(50ml),精華/Kiehl’s契爾氏\精華液\精華霜\臉部保養,藥妝小物
P1507200028,KAITO明色-煥膚去角質凝露莓果+煥膚角質潔面皂,,藥妝小物
P1501090007,nacnac牛奶燕麥洗髮700ml,/,藥妝小物
P1812120007,日本 PLATINUM LABEL 鉑潤肌 白金逆齡水凝霜 300g,/保養品\化妝水\乳液\乳霜\精華液,藥妝小物
P1801310012,蝴蝶結髮圈兩入組,髮飾/情人節禮品\髮圈\綁頭髮\橡皮筋\開學用品,藥妝小物
P1507200018,Gres Cabotine-2014版粉紅佳人香水禮盒2入組,香水/Gres Cabotine\粉紅佳人\香水\香水禮盒,藥妝小物
P1506290032,ele-超美肌活化精萃(啦啦面膜),面膜/泰國ele\臉部保濕\抗老\臉部緊緻,藥妝小物
P1506210027,Kiehl’s契爾氏-特級保濕玻尿酸晚安面膜,面膜/Kiehl’s契爾氏\晚安面膜\睡前保養\臉部保養,藥妝小物
P1409260021,雅詩蘭黛HD超畫質晶燦透白BB霜,BB霜/底妝\BB霜\雅詩蘭黛,藥妝小物
P1507200029,KAITO明色-煥膚去角質凝露無香+煥膚角質潔面皂,,藥妝小物
P1905080011,韓國 Innisfree 藍莓再平衡系列 PH5.5 - 卸妝水200ml,韓國美妝/Innisfree\臉部清潔\卸妝\\卸妝水\卸妝乳\卸妝油\藍莓再平衡,藥妝小物
P1602180006,Kiehl’s契爾氏-DEJ高效緊緻精華(50ml),精華/Kiehl’s契爾氏\精華液\精華霜\臉部保養,藥妝小物
P1812190010,PSK-激光透亮精萃乳80ml,/保養品\臉部保養\乳液\保濕\美白,藥妝小物
P1706300025,ＢＩＯＴＨＥＲＭ碧兒泉－活泉平衡機能水３０ｍｌ（五入組）,化妝水/美妝保養\男性保養\男性\保濕水\化妝水,藥妝小物
P1603280001,日本花王-Kao Good-Night 肩頸蒸氣熱敷貼(溫熱肩頸貼)(無香14枚),熱敷貼/花王\蒸氣式熱敷貼\熱敷\肩頸貼,藥妝小物
P1503090007,Nesti Dante-時尚能量系列(明亮角質皂),肥皂/經典肥皂\香皂\手工皂\義大利手工皂,藥妝小物
P1709280008,泰國ＬＡＮＮＡ蘭納　晚安足貼（１０片入）,足貼/足部\足膜\保養護理,藥妝小物
P1709200013,韓國ＳＵ：Ｍ３７°－呼吸補水修復水凝霜　晚安面膜１ｍｌ　（十入組）,/韓國美妝\晚安凍膜\保濕\睡前,藥妝小物
P1508240011,Mistine-專業時尚沙龍護髮乳,美氏婷/護髮乳\髮膜,藥妝小物
P1506290021,菠丹妮Botanicus-玫瑰小黃瓜手工皂,香皂/菠丹妮Botanicus\手工皂\身體清潔,藥妝小物
P1905080007,韓國 Innisfree 藍莓再平衡系列 PH5.5 - 化妝水150ml,韓國美妝/Innisfree\臉部保養\化妝水\保濕\藍莓再平衡,藥妝小物
P1508240015,Mistine-野波羅蜜蜂蜜精華滋潤沐浴乳,美氏婷/換洗用品\身體清潔\沐浴用品,藥妝小物
P1712060002,日本小久保ＫＯＫＵＢＯ　樹液力足貼　兩入組,貼布/痠痛貼布\腳底貼布,藥妝小物
P1805300026,Whoo后-天氣丹華炫黃金人蔘潔顏精華體驗包1ml(五入組),/旅行用品\旅行組\旅行化妝品\韓國美妝\保養品,藥妝小物
P1612130005,ＣＬＡＲＩＮＳ克蘭詩－紅魔束身體緊緻精華８ｍｌ　（五入組）,身體乳液/美妝保養\精華液\身體保養,藥妝小物
P1910040003,Grandmother Agafia阿卡菲老奶奶 雪松強健髮絲洗髮2件組,/Grandmother Agafia\阿卡菲老奶奶\雪松\洗髮精\護髮乳,藥妝小物
P1506150021,ＥＳＴＥＥ　ＬＡＵＤＥＲ　特潤超導修護露３０ｍｌ,/,藥妝小物
P1711080001,【ＣＨＡＮＥＬ　香奈兒】山茶花保濕微導入精華液５ｍｌ（兩入組）,精華乳/彩妝保養\臉部保養\香奈兒精華液,藥妝小物
P1803210003,韓國ＡＨＣ瞬間淨白素顏霜,/韓國保養\美妝保養\彩妝\交換禮物,藥妝小物
P2003200002,Vaseline-經典凡士林迷你修護版-印度版-7g,/乳液\護唇膏\嬰兒用,藥妝小物
P1803280014,ＧＩＯＲＧＩＯ　ＡＲＭＡＮＩ－奢華訂製柔霧唇露　３．９ｍｌ,/母親節美妝預購\唇妝\彩妝,藥妝小物
P1905080013,Nesti Dante義大利手工香皂-罌粟花(歡愉)250g,/Nesti Dante\香皂\義大利手工皂\肥皂\手工皂,藥妝小物
P1501250034,Olive清潔保養套組A (贈送爆點$100),保養套組/Olive\保養組合,藥妝小物
P1703070011,KOSE高絲－INFINITY無限肌緻精潤乳液-I 30ml,雪肌精/精華液\乳液\保養品\身體保養,藥妝小物
P2004010009,PSK-凝時緊緻駐顏霜30ml,/抗老\乳霜\保養品\臉部,藥妝小物
P1607220003,shu uemura 植村秀-亮白無瑕氣墊粉餅#584(13g)(粉盒+粉撲),/,藥妝小物
P2004300003,日本獅王Lion-Piar ACNE抗痘調理洗面乳80g,/清潔\洗臉\臉部,藥妝小物
P1709280002,韓國　３ＣＥ　秋霧玫瑰指甲油１０ｍｌ,指甲油/美妝保養\手指彩妝\韓國美妝,藥妝小物
P1512100002,GUCCI-RUSH 2 春光女性淡香水(50ml),古馳/香氣噴霧\芳香\香氣\女香,藥妝小物
P1611150005,ESTEE LAUDER- 年輕肌密無敵霜15ml,/,藥妝小物
P1905220022,韓國 Mise en scene 完美修護全效洗髮精 140ml (紅瓶-受損專用),/韓國美妝\護髮油\髮油\染燙修護\韓國美妝,藥妝小物
P1504120005,Nesti Dante-時尚能量系列(健康生活),肥皂/經典肥皂\香皂\手工皂\義大利手工皂,藥妝小物
P1705110013,ＳＨＩＳＥＩＤＯ資生堂－全效抗痕淨斑白金萃１０ｍｌ,精華液/美妝保養\美白乳液\精華露,藥妝小物
P1910040019,透氣貓咪美妝蛋收納殼,/透氣\美妝蛋收納殼,藥妝小物
P1507270023,韓國Cloud 9九朵雲-GUERISSON 馬油面霜,格麗松/臉部保養\保養品\面膜,藥妝小物
P1612130004,ＣＬＡＲＩＮＳ克蘭詩－洋甘菊化妝水５０ｍｌ（兩入組）,保養品/保養\保濕\專櫃,藥妝小物
P1708180066,韓國 Median 86%強效淨白去垢牙膏120g,/美白牙膏\居家生活\清潔\牙齒\韓國草本牙膏禮盒\婦女節,藥妝小物
P1802210004,韓國　ＤＡＹＣＥＬＬ　扁頭通風髮梳,梳子/扁頭梳\按摩梳,藥妝小物
P1612070007,ＳＨＵ　ＵＥＭＵＲＡ　植村秀　光燦新肌晶透乳液１ｍｌ　（十包　）,保養乳液/美妝保養\臉部乳液,藥妝小物
P1508160037,Antonio Banderas安東尼奧-水花霧黑男性淡香水(100ml),安東尼奧/香氣噴霧\芳香\香氣\男香,藥妝小物
P1501270016,Mistine-Wings羽翼粉餅SPF25++(S1象牙白),底妝/彩妝\粉底液\粉撲,藥妝小物
P2005220006,Beauty Artisan牙刷型粉底刷,/化妝工具\刷具,藥妝小物
P1804020005,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－最愛小棕瓶發燒組,保養品/皮膚修護\眼霜\潔顏乳\修護露\組合,藥妝小物
P1910040004,Grandmother Agafia阿卡菲老奶奶 杜松調理控油洗髮2件組,/Grandmother Agafia\阿卡菲老奶奶\杜松\洗髮精\護髮乳,藥妝小物
P1607140021,LA MER 海洋拉娜-臉部清潔保養四件禮包組,/,藥妝小物
P1601140006,美國Ardell-時尚假睫毛系列,艾黛兒/睫毛膏\眼妝\彩妝\睫毛夾,藥妝小物
P1911070002,蘭蔻超未來肌因賦活露(小黑瓶) 50ml,/蘭蔻\賦活露\精華液\保養品\小黑瓶\lancome\知名國際美妝大賞,藥妝小物
P1604270013,Jo Malone 手部及身體沐浴凝膠(250ml),沐浴用品/換洗用品\身體清潔\,藥妝小物
P1605200016,Abercrombie & Fitch Fierce Confidence AF (限量版) 男性香水 50ml,艾芙趣/香氣噴霧\芳香\香氣\男香,藥妝小物
P1908160001,雅詩蘭黛特潤超導修護露100ML(免稅店限定),/雅詩蘭黛\修護露\精華液\小棕瓶\2019七夕限定\情人節,藥妝小物
P1703070010,KOSE高絲－INFINITY無限肌緻極璨精華乳45ml,雪肌精/精華液\乳液\保養品\臉部保養,藥妝小物
P1504190019,曼菲蘿Manufaktura-約旦死海泥手工皂(去粉刺黑頭毛孔),香皂/肥皂\手工香皂\義大利香皂,藥妝小物
P1907170024,韓國 Mise en scene 完美玫瑰修護護髮精華油 (RICH 保濕款) 70mL,/韓國\玫瑰\修護\護髮\髮油\頭髮\韓國美妝\冬季藥妝,藥妝小物
P1408280017,蘭芝水酷激活保濕精華,Laneige/精華液\保養品,藥妝小物
P1706300028,ＢＩＯＴＨＥＲＭ碧兒泉－男仕極限輕質ＵＶ防護乳ＳＰＦ５０／ＰＡ＋＋＋５ｍｌ（三入組）,防曬/男性保養\男性\美妝保養\防曬,藥妝小物
P1811140005,泰國Beauty Buffet Scentio 雙倍牛奶淨白身體乳液 250ml,/身體保養\乳液\身體乳\潤膚乳液,藥妝小物
P1906120018,日本 KATASE 眼部修復眼膜EX版(30枚入),/KATASE\臉部保養\面膜\眼膜,藥妝小物
P1504120009,Nesti Dante-托斯卡尼風情畫系列(盛開花園),,藥妝小物
P1701030013,印度 Lass 草本沙棘手工精油香皂 125g,/,藥妝小物
P1512170011,The Body Shop-Tea Tree系列(淨化調理肌膚茶樹精油),美體小舖/菁華液\保養品,藥妝小物
P1705250003,ＰＳＫ－廣角睫毛膏７ｇ,睫毛膏/美妝保養\彩妝\眼部\情人節禮品\情人節禮品,藥妝小物
P1608290093,Medimix印度香皂淺綠色 兩入組,肥皂/經典肥皂\香皂,藥妝小物
P1608290083,雅詩蘭黛(純色晶灩口紅鑰匙圈#16 1.2G&粉持久完美持妝潤澤粉餅精巧版2.1g&Modern Muse 繆思香水4ML),/,藥妝小物
P1801310003,韓國ＣＬＩＯ－兩用魅黑刺青眉筆＆修容套組,化妝品/情人節禮品\護甲油\眉筆\修容\美妝保養\雙頭,藥妝小物
P1905280020,ORIGINS品木宣言-扭轉乾坤賦活保濕美肌水PLUS+ 50ml(兩入組),/ORIGINS\品木宣言\美肌水\臉部保養\化妝水,藥妝小物
P1502060008,蜜妮-高效眼唇卸妝液,Biore/卸妝乳\卸妝油\卸妝水\卸妝,藥妝小物
P1605200018,Abercrombie & Fitch A&F No.1 女性香水 50ml,艾芙趣/香氣噴霧\芳香\香氣\女香,藥妝小物
P1904240010,韓國 美術課 Too Cool For School ART CLASS BY RODIN 三色修容,寵愛媽咪\加一元/美術課\韓國彩妝\化妝品\彩妝\修容\打亮\腮紅\韓國美妝,藥妝小物
P1604200007,活力松－樂暢清,/,藥妝小物
P2005080001,美妝蛋架,/美妝小物\刷具\美妝\彩妝\收納,藥妝小物
P1501270017,Mistine-Wings羽翼粉餅SPF25++(S2自然膚),底妝/彩妝\粉底液\粉撲,藥妝小物
P1910040012,Grandmother Agafia阿卡菲老奶奶 雪松強健護髮乳(西伯利亞雪松)280ml,/Grandmother Agafia\阿卡菲老奶奶\雪松\護髮乳,藥妝小物
P1508170001,Mistine-濃黑防水不暈染黃管眼線液,美氏婷/眼線筆\眼線膠\眼線液\眼妝,藥妝小物
P1808010005,韓國 AHC 超值四件套組,/神仙水\化妝水\加一元送好禮\連假,藥妝小物
P1803280013,ＧＩＯＲＧＩＯ　ＡＲＭＡＮＩ－訂製絲光精華氣墊粉餅　ＳＰＦ２３,亞曼尼/母親節美妝預購\底妝\彩妝,藥妝小物
P1810170014,日本 ROHTO肌研 極潤保濕泡洗顏(薏仁) 160ml,/洗簌用品\洗面乳\臉部清潔\卸妝乳,藥妝小物
P2004150019,TTM 激光注白黑面膜30ml,/美容\保養\敷臉\基礎保養,藥妝小物
P1705080004,ｓｈｕ　ｕｅｍｕｒａ　植村秀－極效保濕精華乳霜１３ｍｌ　（三入組）,精華液/美妝保養\精華露,藥妝小物
P1903120014,韓國 ETUDE HOUSE 紅酒派對十色眼影盤 1g*10,加一元\寵愛媽咪/美妝\韓國美妝\ETUDE HOUSE\眼妝\眼影\眼影盤\連假,藥妝小物
P1605050026,L'Occitane Immortelle Eye Balm / 歐舒丹蠟菊精華眼霜15ml (即期品),歐舒丹/精華液\眼部保養\保養品,藥妝小物
P1506150023,Crabtree＆Evelyn 瑰珀翠-護手霜3入禮(園藝25g+炫金愛芙蓉25g+薔薇玫瑰25g),手部保養/乳液,藥妝小物
P1508170006,Mistine-kiss 咬唇唇膏(NO.1 桃紅色)/(NO.2 粉紅色)/(NO.3 酒紅色),美氏婷/口紅\護唇膏\唇彩\有色唇膏,藥妝小物
P1407180009,FAIRY DROPS妖精小貓女眼線液,眼線筆/眼線膠\眼線液\眼妝,藥妝小物
P1506150011,高絲KOSE-藥用雪肌精化妝水,保養品/保濕\雪肌精\臉部保養,藥妝小物
P1910040010,Grandmother Agafia阿卡菲老奶奶 杜松調理護髮乳(巴尼亞杜松)280ml,/Grandmother Agafia\阿卡菲老奶奶\雲莓\洗髮精,藥妝小物
P1811140007,日本熊野 Kumano 竹炭沐浴乳 600ml,/身體保養\沐浴清潔\身體清潔\沐浴乳\沐浴露,藥妝小物
P2004010011,PSK-凝時緊緻駐顏精華2ml(10入組),/抗老\精華液\保養品\臉部,藥妝小物
P1510210025,SOAP-MAX ESB藥用除臭香皂(3入),肥皂/經典肥皂\藥皂\肥皂,藥妝小物
P1708250012,SANADA白美人-日本敏感肌洗面皂  011125,/,藥妝小物
P1512020033,ASTALIFT艾詩緹-LUNAMER無敵淨痘組,抗痘/保濕\淨膚\專櫃,藥妝小物
P1410250018,SKII保濕防曬乳(SPF 25)PA++ 30g,紫外線/防曬噴霧\防曬乳\抗紫外線,藥妝小物
P1711060005,便攜式洗手香皂紙 M131,/居家滅菌\洗手\肥皂\香皂紙\防疫\抗菌,藥妝小物
P1512030016,Crabtree & Evelyn瑰柏翠-護手霜6入(禮盒B),手部保養/乳液,藥妝小物
P1412050024,Pandord's潘朵拉的美妝盒-神奇黃金梳(大),梳子/頭部梳理\按摩梳,藥妝小物
P1809260005,SHISEIDO 資生堂全效抗痕淨斑白金萃10ml,化妝水/青春露/導入液/,藥妝小物
P1805300025,Ｗｈｏｏ后－天氣丹津率享滋養膏體驗包１ｍｌ（五入組）,/旅行用品\旅行組\旅行化妝品\韓國美妝\保養品\夏日旅遊,藥妝小物
P1605050022,Moroccanoil 摩洛哥優油優油捲髮保濕精華300ml,髮油/護髮\護髮油\髮蠟,藥妝小物
P1904230023,SHISEIDO資生堂睫毛夾(黑盒/銀身),寵愛媽咪\加一元/SHISEIDO\資生堂\睫毛夾\美容工具\彩妝工具,藥妝小物
P1706160013,ＳＨＩＳＥＩＤＯ資生堂－莉薇特麗抗皺精露ＡＡ　５０ｍｌ（二入組）,精華液/美妝保養\精華露,藥妝小物
P1502060009,蜜妮-深層卸妝乳,Biore/卸妝乳\卸妝油\卸妝水\卸妝,藥妝小物
P1811210031,韓國 Apieu DEO ARMPIT BRIGHTENER 腋下美白膏 20g,/美白\腋下美白\去角質\身體保養\婦女節,藥妝小物
P1501270009,Mistine- Professional 三色修容腮紅組(粉橘色),彩妝/頰妝\修容\腮紅,藥妝小物
P1512090018,系列A-Jo Malone 英國經典女性香水試管小香(多款香味可選),香水/美妝保養\香氛\小樣\情人節經典香氛\連假\美妝小物,藥妝小物
P1711290046,【Sulwhasoo雪花秀 臻雪丹御至善賦活精華1ML(五入組)】,精華液/美妝保養\彩妝\化妝品\臉部保養\乳液,藥妝小物
P1712270051,韓國　ＡＰＩＥＵ　ｘ　Ｒｉｌａｋｋｕｍａ　拉拉熊　粉撲　（４入）,/美妝保養\拉拉熊\粉撲,藥妝小物
P1804020006,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－蜜鎖年輕發燒組,化妝品/精華液\修護\精華露\護膚\皮膚保養,藥妝小物
P1905140008,Dr.FORHAIR 頭皮豐盈養髮液120ml,/Dr.FORHAIR\頭皮護理\頭皮調理\養髮液\haircare\草本護髮,藥妝小物
P1903200013,韓國 THE FACE SHOP X HOODIE RYAN 三色底妝 (4.5gX3),/彩妝\修容\遮瑕\底妝\聯名彩妝,藥妝小物
P1707100001,韓國　液體隱形痘痘貼１５ｇ,/,藥妝小物
P1602180003,ESTEE LAUDER 雅詩蘭黛-DNA特潤再生眼部修護霜(15ml),眼霜/保養品\保濕\臉部保養\專櫃,藥妝小物
P1605200013,Jo Malone旅行小樣體驗包7ml-手部與身體乳液(杏桃花/英國梨/橙花可選),身體保養/保濕\手部保養\乳液,藥妝小物
P1508030028,蜜妮含水防曬美白水凝露,乳液/美妝保養\美白乳液,藥妝小物
P1408150020,植村秀櫻花輕感潔顏油,shu uemura/卸妝乳\卸妝油\卸妝水\卸妝,藥妝小物
P1611290013,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－ＤＮＡ微分子肌底原生露１．５ＭＬ（十包）,精華液/美妝保養\精華露,藥妝小物
P1605050027,L'Occitane Shea Butter Body Lotion / 歐舒丹乳油木身體乳250ml (即期品),沐浴乳/換洗用品\身體清潔,藥妝小物
P1607210005,安耐曬-臉部溫和防曬露(12ml),,藥妝小物
P1605200014,Jo Malone旅行小樣體驗包7ml-淋浴油(黑莓/青檸羅勒/牡丹可選),沐浴乳/換洗用品\身體清潔,藥妝小物
P1810310025,歐舒丹乳油木蠟染圖紋護手霜30ml(效期2019/5),/手部保養\護手霜\乳液\LOCCITANE\折扣碼\1111活動\光棍節\美妝\DAY3保養日,藥妝小物
P1609300019,ＢＩＯＴＨＥＲＭ　碧兒泉－活泉平衡機能水（１００ＭＬ）（２入組）,化妝水/美妝保養\碧兒泉\保濕,藥妝小物
P1709200015,韓國Ｌａｎｅｉｇｅ蘭芝－晚安面膜　３ｍｌ（五入組）,蘭芝/韓國美妝\晚安凍膜\保濕\睡前,藥妝小物
P1705260003,ＰＳＫ－淨顏新生平衡水凝霜５ｍｌ　（３罐組）,保濕乳液/美顏保養\保濕\美妝,藥妝小物
P1606010034,日本PURE-純淨無添加皂(125g*3入),肥皂/經典肥皂\香皂\大掃除好輕鬆,藥妝小物
P1507270033,日本LION獅王-休足時間(一般),足膜/日本LION獅王\休足時間,藥妝小物
P1611140006,LANCOME 蘭蔻-菁萃亮妍能量精露(水潤型)1ml(十包),/,藥妝小物
P1906260007,韓國 Median 93% 強效淨白去垢牙膏120g,/牙膏\韓國牙膏\牙齒清潔\美白牙膏,藥妝小物
P1711170003,日本　Ｐｅｌｉｃａｎ　沛麗康背部抗痘化妝水１００ｍｌ,保濕/美妝保養\日本化妝水\秋冬保濕,藥妝小物
P1507200033,倩碧CLINIQUE-三步驟洗面膠清爽型(200ml),洗面乳/臉部清潔\臉部保養,藥妝小物
P1704120008,ＢＥＡＮＮＥ－水嫩珍珠去角質凝露　２ｍｌ（１０包）　Ｄｅｅｐ　Ｐｅｅｌｉｎｇ　Ｇｅｌ,去角質乳液/美顏保養\清潔\保濕露,藥妝小物
P1911270010,聖誕限定 韓國 聖誕遊行護手霜禮盒 50ml+50ml,/聖誕限定\韓國\護手霜\禮盒,藥妝小物
P1708170162,ＳＨＩＳＥＩＤＯ　資生堂　　ＥＬＩＸＩＲ怡麗絲爾膠原超澎潤乳霜（ＣＢ）２．５ｇ／兩入組,乳霜/美妝保養\保濕\膠原蛋白\乳液\精華液\保養,藥妝小物
P1609120013,ＣＨＡＮＥＬ香奈兒－完美比例濃密睫毛膏（１ＭＬ）,睫毛膏/美顏保養\化妝品\眼部美妝\情人節禮品,藥妝小物
P1804020008,ＳＫ－ＩＩ　－　２０１８母親節　青春體驗組,/母親節美妝預購\皮膚保養\臉部保養,藥妝小物
P1602250002,愛康-天然環保抗菌衛生棉(夜用),icon/生理用品\女性用品\尊榮特約會員獨享,藥妝小物
P1612070005,品木宣言-奇蹟面膜7ml(三入組),臉部保養/保養\美白\保濕,藥妝小物
P1711070006,ＮＯＶＯ　雙頭自動旋轉眉筆０．３ｇ＊４,眉筆/彩妝保養\畫眉卡\梳頭眉筆\日本彩妝\日本眉筆,藥妝小物
P1407170010,SKII光透活膚隔離霜,妝前乳/粉底液\底妝\彩妝\專櫃,藥妝小物
P1805160011,韓國ＡＨＣ　海洋深層水天然防曬棒２２ｇ,/韓國美妝\防曬\天然\皮膚保養\夏日旅遊,藥妝小物
P1705180016,PSK-深海源萃保濕柔膚水15ml (3入組),/情人節禮品,藥妝小物
P1601140008,美國Ardell-eyelash時尚單支睫毛系列,假睫毛/眼妝\彩妝,藥妝小物
P1611150001,LANCOME 蘭蔻-菁萃亮妍能量凍膜1ml(十包),凍膜/LANCOME 蘭蔻\面膜\,藥妝小物
P1610130019,Ｍｅｄｉｍｉｘ　Ａｙｕｒｖｅｄｉｃ－草本沐浴露７５０ｍｌ（　寶貝美膚　）,沐浴乳/居家生活\洗澡\沐浴,藥妝小物
P1504120011,Nesti Dante-愛浪漫生活風系列(水仙和皇家百合),肥皂/經典肥皂\香皂\手工皂\義大利手工皂,藥妝小物
P1612070003,ESTEE LAUDER雅詩蘭黛- 鑽石立體超緊緻塑型霜15ml,保養乳液/美顏保養\雅詩蘭黛,藥妝小物
P1910310007,日本製純藥炭沐浴乳600ml,/日本製\純藥\沐浴乳\冬季藥妝,藥妝小物
P1905280029,刷具清洗蛋(顏色可選),/刷具清潔\刷具\清洗蛋,藥妝小物
P1708250029,SHISEIDO資生堂-頭髮乾洗劑 150ML,美髮造型/洗髮\護髮\潤髮\乾洗髮,藥妝小物
P2004150020,TTM 浸潤補水黑面膜30ml,/美容\保養\敷臉\基礎保養,藥妝小物
P1803280020,ＮＹＸ－修修臉多功能調色盤,修容/母親節美妝預購\底妝\彩妝,藥妝小物
P1711290032,泰國Beauty Buffet SCENTIO Q10 牛奶身體乳液 400ml,牛奶乳液/身體保養\滋潤乳液\保濕乳液\泰國沐浴系列,藥妝小物
P1701030014,印度 Lass 草本金盞花蜂蜜手工精油香皂 125g,/,藥妝小物
P1803160002,韓國　ＴＨＥ　ＦＡＣＥ　ＳＨＯＰ　Ｘ　ＲＹＡＮ　ＨＯＯＤＩＥ　ＲＹＡＮ　聯名沐浴乳５００ｍｌ,乳液/身體清潔\清潔用品\韓國沐浴乳\生活用品,藥妝小物
P1507270026,KISS ME奇士美-花漾美姬璀璨淚眼防水眼線液,眼線筆/眼線膠\眼線液\眼線膠筆,藥妝小物
P1605200015,Jo Malone旅行小樣體驗包7ml-沐浴膠(黑莓/葡萄柚/青檸羅勒/杏桃花/鼠尾草可選),沐浴乳/換洗用品\身體清潔,藥妝小物
P1505030007,Linden leaves-天然柑橘蜜香潤膚乳 (200ML) 買一送一,莉丹麗/乳液\身體保養\保養用品,藥妝小物
P1604270008,Kiehl's 契爾氏-激光極淨白淡斑精華(30ml),臉部保養/保養品\淡斑,藥妝小物
P1604200001,Victoria's secret 香氛禮盒組-Love Spell 愛的咒語,香氛/香氣噴霧\芳香劑\擴香瓶,藥妝小物
P1512170009,Kiehl’s契爾氏-亞馬遜白泥淨緻毛孔面膜,臉部保養/保養\美白\保濕\除粉刺,藥妝小物
P1512030015,Crabtree & Evelyn瑰柏翠-護手霜6入(禮盒A),手部保養/乳液,藥妝小物
P1501040009,洗顏專科-超微米卸妝蜜,卸妝乳/卸妝乳\卸妝油\卸妝水\卸妝,藥妝小物
P1610130007,Himalaya-喜馬拉雅滋潤護唇膏10gm,/,藥妝小物
P1506150019,雅詩蘭黛ESTEE LAUDER-白金級極緻珍璽甦活頸霜,保養品/身體保養\專櫃\按摩,藥妝小物
P1801310022,16件髮飾套組附盒子,髮飾/情人節禮品\髮圈\綁頭髮\橡皮筋,藥妝小物
P1712210015,PSK 深層潔淨保濕卸妝膏 16g 2入組,卸妝乳/美妝保養\清潔卸妝\情人節禮品,藥妝小物
P1803280025,Ｄｉｏｒ　迪奧－花樣香水ＥＤＴ,香水/母親節美妝預購\身體香氛,藥妝小物
P1612280009,印度 Lass 草本赤素馨花手工精油香皂 125g,肥皂/,藥妝小物
P1712270050,韓國　ＰＲＥＬＡＢ　冰感毛孔緊緻水凝面膜　７０ｍｌ,韓國面膜/美妝保養\臉部保養,藥妝小物
P1903120012,韓國 MISSHA 三色眼影 2g (16色可選),/美妝\韓國美妝\MISSHA\眼妝\眼影,藥妝小物
P1608290084,蘭蔻-激光煥白淨斑精華(1ML)(十包),美白/保養品,藥妝小物
P1803210004,韓國　Ａ＇ｐｉｅｕ　Ｔｒｕｅ　Ｖｅｌｖｅｔ　Ｌｉｐｓｔｉｃｋ　絲絨唇膏,口紅/韓國美妝\美妝保養\彩妝\唇部彩妝,藥妝小物
P1501040011,neuve惹我眉筆(灰黑色GY),眉粉/眉毛印章\眉筆\染眉膏,藥妝小物
P1712210006,日本　熊野　馬油　櫻花　肌膚　乳液　１５０ｇ,身體保養/保濕乳液\身體乳液,藥妝小物
P1608250003,高絲小套組(雪肌精靚白洗顏乳20ML&純肌粹淨化美容液EX 20ML&雪肌精草本按摩敷面膜30G),保養套組/高絲\面膜\洗顏乳\美容液\保養品,藥妝小物
P1611230002,ＥＳＴＥＥ　ＬＡＵＤＥＲ雅詩蘭黛－　特潤超導精萃潔顏乳３０ｍｌ,保養品/精華液\導入液\護膚,藥妝小物
